search URL:,https://patents.google.com/?q=TAC%253d%22biogas%22&country=BR
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-102015008190-A2,Ethanol and glycerine biofuel with biogas addition ,"Josue Menezes, Nelson Eiji Akimoto","Josue Menezes, Nelson Eiji Akimoto",2015-04-13,2015-04-13,2015-09-01,,https://patents.google.com/patent/BR102015008190A2/en,
BR-9809114-A,"Process for the efficient, material and energetic use of biogas, as well as installation for the execution of the process ","Ufz Leipzighalle Gmbh, Energy Of Nature Projektgesell",Karin-Dagmar Wendlandt,1997-05-14,1998-05-08,2000-08-01,,https://patents.google.com/patent/BR9809114A/en,
BR-102014024757-B1,EQUIPMENT AND PROCESS FOR ANAEROBIC BIODIGESTION OF VINEYARD AND BIOGAS PRODUCTION ,Geo Energetica Participações S.A.,"Evaldo Florindo Medina Fabian, Alessandro Marcello Carl Von Arco Gardemann",,2014-10-03,2021-09-28,,https://patents.google.com/patent/BR102014024757B1/en,https://patentimages.storage.googleapis.com/3e/47/cb/0a792610979f0e/img0001.png
BR-102014024757-A2,equipment and process for anaerobic digestion of vinasse and biogas production ,Geo Energetica Participações S A,"Alessandro Marcello Carl Von Arco Gardemann, Evaldo Florindo Medina Fabian",2014-10-03,2014-10-03,2016-05-24,,https://patents.google.com/patent/BR102014024757A2/en,
BR-102013028941-A2,biogas photovoltaic energy ,Nilton Aparecido Da Silva Gomes,Nilton Aparecido Da Silva Gomes,2013-11-11,2013-11-11,2016-05-10,,https://patents.google.com/patent/BR102013028941A2/en,
BR-102012033326-A2,use of cellulosic casing in biogas production and biogas production process ,Joao Francisco Stevens,Joao Francisco Stevens,2012-12-27,2012-12-27,2013-07-23,,https://patents.google.com/patent/BR102012033326A2/en,
BR-102012032595-A2,IMPROVEMENT INTRODUCED IN THE ORGANIC WASTE DEHYDRATION PROCESS AND BIOMASS AND BIOGAS TRANSFORMATION ,M2 Ltda,Leandro Camini,2012-12-20,2012-12-20,2014-08-26,,https://patents.google.com/patent/BR102012032595A2/en,
BR-102012030880-A2,BIODIGESTOR WITH A TUNNEL FERMENTATION CHAMBER AND INSTALLATION FOR BIOGAS PRODUCTION AND USE ,Ryszard Aleksander Fotyga,Ryszard Aleksander Fotyga,2012-12-04,2012-12-04,2014-09-09,,https://patents.google.com/patent/BR102012030880A2/en,
BR-PI1107439-B1,gas pipeline for transporting biogas from anaerobic biodigestion of organic waste with simultaneous moisture separation ,Universidade Estadual Do Oeste Do Paraná,"Camilo Freddy Mendoza Morejon, Cleber Antônio Lindino, Reinaldo Aparecido Bariccatti, Weimar Freire Da Rocha Jr, Jandir Ferrera De Lima, Rosangela Dala Possa",2011-05-04,2011-05-04,2020-10-20,,https://patents.google.com/patent/BRPI1107439B1/en,https://patentimages.storage.googleapis.com/59/4f/cb/9ba5a77fa33baf/img0001.png
BR-PI1107438-A2,Device for the purification of residual moisture contained in biogas resulting from anaerobic digestion of organic waste ,Univ Estadual Do Oeste Do Paraná,"Cleber Antônio Lindino, Reinaldo Aparecido Bariccatti, Jandir Ferrera De Lima, Camilo Freddy Mendoza Morejon, Weimar Freire Da Rocha Jr",2011-05-04,2011-05-04,2015-07-14,,https://patents.google.com/patent/BRPI1107438A2/en,
BR-PI1100948-A2,biogas compression and drying system produced by anaerobic reactor ,Alfredo Curioni,Alfredo Curioni,2011-03-11,2011-03-11,2013-05-28,,https://patents.google.com/patent/BRPI1100948A2/en,
BR-MU9100381-U2,provision introduced for biogas desulphurisation equipment ,Alfredo Curioni,Alfredo Curioni,2011-01-28,2011-01-28,2013-04-30,,https://patents.google.com/patent/BRMU9100381U2/en,
BR-PI1006310-A2,"drying and disinfection station of wet materials, such as notably biosolids from sewage and urban waste treatment plants, using solar energy and biogas for their operation ",Villela Fabio Goncalves,Villela Fabio Goncalves,2010-12-02,2010-12-02,2013-04-09,,https://patents.google.com/patent/BRPI1006310A2/en,
BR-PI1005059-A2,process of the simultaneous transformation of the organic fraction of household solid waste (household waste) into biofertilizer and biogas) ,Antonio De Almeida Passos,Antonio De Almeida Passos,2010-10-08,2010-10-08,2013-03-05,,https://patents.google.com/patent/BRPI1005059A2/en,
BR-MU8903163-U2,"effluent transformation and recycling biorefinery, fluid organic material, miscellaneous gases in pressurized gases and biogas, sanitized fertilizer, sanitized water, biomass, bathing water, drinking water and fish ",Marcellos Janot Marinho Andre,Janot Marinho Andre Barcellos,2009-11-09,2009-11-09,2012-04-17,,https://patents.google.com/patent/BRMU8903163U2/en,
BR-MU8901936-U2,improvement introduced in flare burner for enclosed biogas burning ,Tec Tecnologia Em Calor Ltda,Jose Carlos De Freitas,2009-09-18,2009-09-18,2011-05-24,,https://patents.google.com/patent/BRMU8901936U2/en,
BR-PI0904410-A2,"process of treatment of landfill percolate / slurry by pyrolysis and fractional distillation, using thermal induction and biogas heating (methane ch4) from the landfill itself, extracting sludge returning to the landfill, reused water, dissolved anhydrous ammonia (nh4) and ammonium gas (nh3) ",Antonio Donizete Soler,Antonio Donizete Soler,2009-06-15,2009-06-15,2011-03-01,,https://patents.google.com/patent/BRPI0904410A2/en,
BR-PI0902381-A2,automatic storage and burner system with burnt biogas volume log ,"Marcio Abud Marcelino, Ederaldo Godoy Jr","Marcio Abud Marcelino, Ederaldo Godoy Jr",2009-06-12,2009-06-12,2011-03-01,,https://patents.google.com/patent/BRPI0902381A2/en,
BR-PI0903259-A2,system for biogas production by algae reusing sewage and industrial gases ,Daniel Gomide,Daniel Gomide,2009-05-28,2009-05-28,2011-02-15,,https://patents.google.com/patent/BRPI0903259A2/en,
BR-112022013230-A2,SYSTEMS OF BIOGAS PROCESSING METHODS ,Xebec Adsorption Inc,"Ghasdi Manghootaee Mohammad, Goudreau Sophie, Torres Alberto, Stefan Iuhas Cristian, Peter Glynn Jewell Richard, D'agostino Vincenzo, Gagnon Stephane",2020-01-10,2021-01-08,2022-09-06,,https://patents.google.com/patent/BR112022013230A2/en,
BR-MU8802516-U2,biogas ultrasonic flowmeter ,Rogerio Ramos,"Rogerio Ramos, Rodrigo Ramos, Bastos Leonardo Pereira, De Mattos Marcio Coelho",2008-09-23,2008-09-23,2010-07-06,,https://patents.google.com/patent/BRMU8802516U2/en,
BR-PI0804416-A2,biogas separation and purification process and equipment ,"Daniel Camilotti, Joao Campos, Flavio Camilotti","Daniel Camilotti, Joao Campos, Flavio Camilotti",2008-10-17,2008-10-17,2010-07-13,,https://patents.google.com/patent/BRPI0804416A2/en,
BR-PI0700732-B1,process of using biogas as a thermochemical gasifying reagent ,Univ Minas Gerais,Gilberto Caldeira Bandeira De Melo,2007-02-27,2007-02-27,2016-06-28,,https://patents.google.com/patent/BRPI0700732B1/en,
BR-PI0703011-A2,filter for retaining sulfuric gas and biogas moisture removal ,Alexandre Calles,Alexandre Calles,2007-07-18,2007-07-18,2009-03-10,,https://patents.google.com/patent/BRPI0703011A2/en,
BR-MU8403433-U,"modular biodigester for biogas production, biofertilizer and bio-feed ","Univ Estadual Do Oeste Do Para, Carlos Alberto Piacenti, Cleber Antonio Lindino, Fernando Palu, Luiz Telmo Da Silva Auler, Reinaldo Aparecido Bariccatti, Sergio Faria, Weimar Freire Da Rocha, Jose Augusto De Sousa, Camilo Freddy Mendoza Morejon","Camilo Freddy Mendoza Morejon, Carlos Alberto Piacenti, Cleber Antonio Lindino, Fernando Palu, Luiz Telmo Da Silva Auler, Reinaldo Aparecido Bariccatti, Sergio Faria, Weimar Freire Da Rocha, Jose Augusto De Sousa",2004-10-25,2004-10-25,2006-08-22,,https://patents.google.com/patent/BRMU8403433U/en,
BR-0002731-A,"Processes for obtaining co + h2o through the reform of ch4 of the biogas in the gasifier with mixed bed alumina / nickel and water vapor, as well as reform of co2 / hydrocarbon through the passage of the integral biogas in a fixed bed reformer to obtain co ",Ricardo Audi,Ricardo Audi,2000-07-13,2000-07-13,2002-05-14,,https://patents.google.com/patent/BR0002731A/en,
BR-MU8400800-U,Fiberglass based biodigester for biogas and biofertilizer production ,Pedro Matheus Koehler,Pedro Matheus Koehler,2004-02-12,2004-02-12,2005-09-20,,https://patents.google.com/patent/BRMU8400800U/en,
BR-0101887-A,"Energy-environmental system of waste biochemical gas-gbq consisting of capture, transport, condensation, suction, treatment and recovery of biogas from landfills ","Werner Eugenio Zulauf, Mark Rudolf Zulauf","Werner Eugenio Zulauf, Mark Rudolf Zulauf",2001-04-26,2001-04-26,2003-09-30,,https://patents.google.com/patent/BR0101887A/en,
BR-MU8500964-U,torch for burning biogas surplus ,Valdir Lucatelli,Valdir Lucatelli,2005-03-28,2005-03-28,2006-11-21,,https://patents.google.com/patent/BRMU8500964U/en,
BR-PI0804787-A2,biogas filtration process and equipment ,Moacir Rodrigues,Moacir Rodrigues,2008-11-03,2008-11-03,2009-09-22,,https://patents.google.com/patent/BRPI0804787A2/en,
BR-9908308-A,Process and device for the biological treatment of a fluid under biogas generation ,Reinhart Von Nordenskjoeld,Reinhart Von Nordenskjoeld,1998-02-02,1999-01-28,2000-12-05,,https://patents.google.com/patent/BR9908308A/en,
BR-102017028032-A2,BIOMETAN BIOGAS CONVERSION SYSTEM AND PROCESS ,Universidade Federal De Campina Grande - Pb,"José Nilton Silva, Sidinei Kleber Da Silva, Mônica Tejo Cavalcanti",2017-12-22,2017-12-22,2019-07-09,,https://patents.google.com/patent/BR102017028032A2/en,
BR-102021024521-A2,"BIOREFINERY FOR THE TRANSFORMATION AND RECYCLING OF EFFLUENTS, FLUID ORGANIC MATERIAL, GASES VARIOUS INTO PRESSURIZED GASES AND BIOGAS, SANITIZED FERTILIZER, SANITIZED WATER, BIOMASS, BATHING WATER, DRINKING WATER AND FISH ",André Barcellos Janot Marinho,André Barcellos Janot Marinho,,2021-12-03,2023-06-20,,https://patents.google.com/patent/BR102021024521A2/en,https://patentimages.storage.googleapis.com/70/c6/62/286186e9154555/img0001.png
BR-102020021813-A2,METHOD FOR PRODUCTION OF BIOGAS FROM PALM OIL FACTORY EFFLUENT ,University Of Malaya,"Shaliza Binti Ibrahim, Bidattul Syirat Bte Zainal, Ali Akbar Zinatizadeh",2019-10-24,2020-10-23,2021-12-28,,https://patents.google.com/patent/BR102020021813A2/en,https://patentimages.storage.googleapis.com/3d/34/07/7fbafd3f11e825/img0019.png
BR-102020021418-A2,Biogas electric power generator set heat recovery system and method for biodigester substrate heating ,Multee Servicos Operacionais As Empresas Ltda,Marco Henrique Galhardo Cardoso,2020-10-19,2020-10-19,2022-04-26,,https://patents.google.com/patent/BR102020021418A2/en,https://patentimages.storage.googleapis.com/cd/b6/53/38dfb8b5a5f220/img0001.png
BR-102020014555-A2,Process for the production of porous metal-organic structure and its application in biogas purification ,Universidade Tecnologica Federal Do Parana,"Alesandro Bail, Murilo Pereira Moisés, Jocacia Murieli De Oliveira Miranda Kister, Matheus Martins Canesin",2020-07-16,2020-07-16,2022-01-25,,https://patents.google.com/patent/BR102020014555A2/en,https://patentimages.storage.googleapis.com/98/dc/1d/098f5d0181ee17/img0001.png
BR-112020000215-A2,device and process for liquefying a natural gas or biogas ,Engie,Hicham Guedacha,2017-07-05,2018-07-03,2020-07-07,,https://patents.google.com/patent/BR112020000215A2/en,
BR-102018003808-A2,BIOGAS FILTER FOUR HIGH PERFORMANCE LAYERS ,Lammel E Mayer,"Klaus Gunter Prehn, Claudio Mayer",2018-02-27,2018-02-27,2019-09-17,,https://patents.google.com/patent/BR102018003808A2/en,
BR-102018006337-A2,MODULAR GAS OR BIOGAS CATCHING SYSTEM FROM ORGANIC MATERIALS CONFIGURATION STRUCTURES ,"Antonio Carlos Barberena Cava, Flavio Roberto De Souza Roscoe","Antonio Carlos Barberena Cava, Flavio Roberto de Souza Roscoe",2018-03-28,2018-03-28,2019-10-15,,https://patents.google.com/patent/BR102018006337A2/en,
BR-102019013845-A2,"SCHEDULING METHODS FOR ELECTRIC GENERATORS APPLIED IN THE SIZING, SIMULATION AND OPERATION OF ELECTRICITY GENERATION SYSTEMS FROM BIOGAS ",Joale De Carvalho Pereira,Joale De Carvalho Pereira,2019-07-03,2019-07-03,2021-01-12,,https://patents.google.com/patent/BR102019013845A2/en,https://patentimages.storage.googleapis.com/1d/fb/8e/3eebebc4dc5b03/img0002.png
BR-PI0702746-A2,"propanotriol gasification system for the production of synthetic fuel gas, biogas, with thermal or electric energy production ",Badaro Murilo Prado,Badaro Murilo Prado,2007-07-27,2007-07-27,2009-03-17,,https://patents.google.com/patent/BRPI0702746A2/en,
BR-PI0800362-A2,safety valve for biogas generating installations ,Sansuy Plasticos Ind,Toshio Nakabayashi,2008-03-07,2008-03-07,2009-10-27,,https://patents.google.com/patent/BRPI0800362A2/en,
BR-PI0400658-A,"Methane gas cleaning unit from landfill biogas, sewage treatment plants and biodigesters, through the process of collection, retention of pollutants through filtration, washing tower, for the purpose of energy use ",Leandro De Souza Coelho Jr,Leandro De Souza Coelho Jr,2004-02-19,2004-02-19,2005-10-11,,https://patents.google.com/patent/BRPI0400658A/en,
BR-102018007850-A2,"modular and compact biological or non-aerobic anaerobic and / or aerobic reactor system, integrated by communicating vessels for the treatment of effluents with biogas production by biodigesting organic matter ",Nicola Isidoro Martorano Filho,Nicola Isidoro Martorano,2018-04-19,2018-04-19,2018-12-18,,https://patents.google.com/patent/BR102018007850A2/en,
BR-102018002960-B1,"plant for energy production using geothermal, hydrogen and biogas sources in an integrated manner ",Marco Antonio Romano,Marco Antonio Romano,2018-02-15,2018-02-15,2020-07-21,,https://patents.google.com/patent/BR102018002960B1/en,https://patentimages.storage.googleapis.com/4f/3a/05/2fa40fe3fc0036/img0001.png
BR-202016010603-U2,CONSTRUCTION PROVISION APPLIED IN FLARE BURNER TYPE CLOSED FOR BIOGAS ,Tec Tecnologia Em Calor Ltda.,Carlos De Freitas José,2016-05-11,2016-05-11,2017-11-28,,https://patents.google.com/patent/BR202016010603U2/en,
BR-PI0704911-A2,"biogas production process, special oils, food, cosmetic and industrial ingredients, biodiesel, organic fertilizers, electrical energy from microalgae, inorganic nutrients and sun, with carbon sequestration from generating source or from atmospheric air ",Claudio Truchlaeff,Claudio Truchlaeff,2007-06-11,2007-06-11,2009-01-27,,https://patents.google.com/patent/BRPI0704911A2/en,
BR-PI0700390-A,modular system for the generation of carbon credits (cre - emission reduction certification) from the burning of methane present in biogas from any source ,Brasmetano Ind E Com Ltda,Jose Marcos Borges Gryschek,2007-01-30,2007-01-30,2008-09-16,,https://patents.google.com/patent/BRPI0700390A/en,
BR-PI0601634-A,"closed biogas utilization system for steam, energy, environmental animal comfort and maintenance of constant digestion temperature ",Marcos Baroncini Proenca,Marcos Baroncini Proenca,2006-04-19,2006-04-19,2007-12-18,,https://patents.google.com/patent/BRPI0601634A/en,
BR-0305757-A,Biogas flow control valve ,Persival Paulo Zuquetto,Persival Paulo Zuquetto,2003-12-12,2003-12-12,2005-10-11,,https://patents.google.com/patent/BR0305757A/en,
BR-8201323-U,Biogas biodigester equipment all year round ,Joao Batista Andreolli,Joao Batista Andreolli,2002-05-17,2002-05-17,2004-04-06,,https://patents.google.com/patent/BR8201323U/en,
BR-0304305-A,Biogas purification and noble gas extraction system ,Eco Ambientek Tecnologia Para,"Jorge Cortizo Carvalho, Leandro De Souza Coelho Jr",2003-10-01,2003-10-01,2005-05-31,,https://patents.google.com/patent/BR0304305A/en,
BR-102018070878-A2,modular system of intelligent biogas purification for energy use with parameterized optimization ,Universidade Federal De Alagoas,"Francirley Paz Da Silva, Roberta Vilhena Vieira Lopes, Lucas Cavalcante Machado, Igor Eduardo Santos De Melo, Raimundo Carlos Silvério Freire",2018-10-10,2018-10-10,2020-04-28,,https://patents.google.com/patent/BR102018070878A2/en,
BR-102022020484-A2,BIOGAS IMPROVEMENT APPLIANCE AND PROCESS ,"Air Products And Chemicals, Inc.",Donald E. Henry,2021-10-12,2022-10-10,2023-04-25,,https://patents.google.com/patent/BR102022020484A2/en,https://patentimages.storage.googleapis.com/99/be/f2/e4b9be6ffc18d2/img0003.png
BR-PI0813055-A2,PROCESS FOR BIOMASS CONVERSION OF RENEWABLE NATURAL RESOURCES FOR BIOGAS IN ANAEROBIC DIGESTORS ,Fraunhofer Ges Forschung,"Bjoern Schwarz, Burghard Fassauer, Eberhard Friedrich, Hannelore Friedrich, Alexander Michaelis",2007-07-30,2008-07-23,2014-12-30,,https://patents.google.com/patent/BRPI0813055A2/en,
BR-PI0812018-A2,BIOGAS PRODUCTION METHOD ,Is Forschungsgmbh,"Hans Oechsner, Andreas Lemmer, Dietmar Ramhold, Edmund Mathies, Elisabeth Mayrhuber, Daniel Preissler",2007-05-29,2008-05-29,2014-12-30,,https://patents.google.com/patent/BRPI0812018A2/en,
BR-PI0815478-A2,PROCESS AND INSTALLATION FOR PRODUCTION OF SYNTHETIC GAS FROM BIOGAS ,Dge Dr Ing Guenther Engineering Gmbh,Lothar Guenther,2007-08-16,2008-08-12,2015-02-10,,https://patents.google.com/patent/BRPI0815478A2/en,
BR-PI0910440-A2,process for converting biogas to liquid fuel ,"Peter W Gunnerman, Rudolf W Gunnerman","Peter W Gunnerman, Rudolf W Gunnerman",2008-04-07,2009-03-04,2015-09-29,,https://patents.google.com/patent/BRPI0910440A2/en,
BR-PI1006731-A2,"system configuration for performing a biological methane potential test on a biosample, system configuration for measuring biomethane gas in a biogas flow and method for measuring the biological methane potential of a biosample ",Bioprocess Control Sweden Ab,Liu Jing,2009-04-14,2010-04-01,2017-06-13,,https://patents.google.com/patent/BRPI1006731A2/en,
BR-112012014411-A2,"anaerobic beator, hybrid reactor, use of an anaerobic reactor and method to produce biogas ",Advanced Biogas Tech Srl,Prebble Andrew,2009-12-14,2010-12-14,2017-05-09,,https://patents.google.com/patent/BR112012014411A2/en,
BR-112015003674-A2,additives that improve the wear and varnishing resistance of diesel or biogas fuels. ,Total Marketing Services,Dubois Thomas,2012-08-22,2013-08-20,2017-09-26,,https://patents.google.com/patent/BR112015003674A2/en,
BR-PI0909004-A2,Process for biogas production ,Enbasys Gmbh,"Stefan Kromus, Wilhelmus Antonius Henricus Smeets, Markus Grasmug",2008-03-26,2009-03-26,2015-09-01,,https://patents.google.com/patent/BRPI0909004A2/en,
BR-112015014205-A2,"method for the use of a blast furnace gas, associated gas and / or hydrocarbon-containing and / or carbon dioxide-containing biogas, method for the production of coke and use of the coke produced. ","Basf Se, Linde Ag, Thyssenkrupp Ind Solutions Ag","Bode Andreas, Schneider Christian, Klingler Dirk, Kolios Grigorios, Maass Hans-Jürgen, Bernnat Jens, Bueker Karsten, Guzmann Marcus, Kern Matthias, Machhammer Otto, Brüggemann Philipp, König Rene, Göke Volker, Alois Hormuth Wolfgang",2012-12-18,2013-12-13,2018-06-26,,https://patents.google.com/patent/BR112015014205A2/en,
BR-112013003930-A2,"""Processes for degrading wastewater and producing biogas and for removing permeate through a membrane filter into an anaerobic bioreactor"" ",Zenon Technology Partnership,"David Eaton Sproule, Domenico Salasso, Jeffrey Ronald Cumin, Reid Allyn Bayly, Sheng Chang, Youngseck Hong",2010-08-31,2011-07-28,2016-06-07,,https://patents.google.com/patent/BR112013003930A2/en,
BR-PI0921768-A2,primary treatment unit and system to maximize the amount of methane-containing biogas collected from the sewage ,Clearford Ind Inc,Jill L Hass,2008-11-04,2009-10-30,2016-01-05,,https://patents.google.com/patent/BRPI0921768A2/en,
BR-112013032543-A2,biogas production process ,Novozymes As,Morten Gjermansen,2011-06-28,2012-06-27,2017-01-17,,https://patents.google.com/patent/BR112013032543A2/en,
BR-PI1010680-A2,use of anaerobic digestion to destroy biohazard and to increase biogas production ,Highmark Renewables Res Ltd Partnership,"Tiejun Gao, Xiaomei Li",2009-05-21,2010-05-20,2016-03-15,,https://patents.google.com/patent/BRPI1010680A2/en,
BR-112013015099-A2,"methods for producing a bacterial scrubbing liquid and substrate for use in biological gas desulphurization, especially biogas ",Biogasclean As,Peter Thygesen,2010-12-17,2011-12-15,2016-09-20,,https://patents.google.com/patent/BR112013015099A2/en,
BR-112019015945-A2,"MICROBIAL CONVERSION OF CO2 AND OTHER C1 SUBSTRATES IN VEGAN BIOESTIMULANTS, FERTILIZERS AND NUTRIENTS AND SYSTEMS FOR ACCELERATED SOIL CARBON HIKING ","Kiverdi, Inc.","Dyson Lisa, Reed John, Geller Jil, Hande Sonali",2017-02-03,2018-02-04,2020-03-24,,https://patents.google.com/patent/BR112019015945A2/en,
BR-112019018873-A2,process for producing fuel ethanol using corn starch as a raw material. ,Guangdong Zhongke Tianyuan New Energy Science & Tech Co Ltd,"Zhou Hongcai, Ma Jianzhi, Pan Jinfeng, Ou Jingshen, Chen Liuxin, Tan Xiaodong, Jiang Xinshun, Tang Zhaoxing, Gao Zhigui",2018-02-09,2019-01-25,2020-04-14,,https://patents.google.com/patent/BR112019018873A2/en,
BR-PI0706345-B1,"Process for Anaerobic Wastewater Purification Using a Sludge System, Upflow Reactor, and Three-Phase Separator ",Veolia Water Solutions & Technologies Support,"Johannes Frankin Robertus, Johannes Otten Michäel",2006-01-05,2007-01-05,2018-01-02,,https://patents.google.com/patent/BRPI0706345B1/en,
BR-PI0915815-A2,process for the production of process water methane and biogenic material ,Rietzler Johann,Rietzler Johann,2008-07-10,2009-06-30,2019-07-02,,https://patents.google.com/patent/BRPI0915815A2/en,
BR-112012028142-A2,separation method ,Rudolf Grossfurtner Gmbh,"Christian Maier, Michael Harasek, Reinhold Waltenberger, Roland Kirchmayr",2010-05-03,2011-02-25,2016-08-09,,https://patents.google.com/patent/BR112012028142A2/en,
BR-112016009337-B1,"WASTE TREATMENT METHOD FOR SEPARATION OF SOLID AND LIQUID AND SEPARATION OF ORGANIC AND INORGANIC MATERIALS, AND, APPARATUS FOR THE IMPLEMENTATION OF THE WASTE TREATMENT METHOD ","Mississippi International Water Inc., Amazon Environmental Protection Technology And Equipment Pte. Ltd",Dawei Zhang,2013-10-29,2014-10-27,2021-06-15,,https://patents.google.com/patent/BR112016009337B1/en,https://patentimages.storage.googleapis.com/a7/14/99/98232cf1d2c510/img0001.png
BR-112019008491-A2,process and system for wastewater treatment ,Fluence Water Products And Innovation Ltd,Shechter Ronen-Itzhak,2016-10-26,2017-10-26,2019-09-03,,https://patents.google.com/patent/BR112019008491A2/en,
BR-112018072952-B1,phosphate recovery method and biomass treatment plant ,Cambi Technology As,"Paal Jahre Nilsen, Hans Rasmus Holte",2016-05-20,2017-05-19,2020-06-30,,https://patents.google.com/patent/BR112018072952B1/en,https://patentimages.storage.googleapis.com/2c/4c/9a/c0557d5b96d868/img0001.png
BR-112020019589-A2,ECOLOGICAL CONSTRUCTION WITH ORGANIC AGRICULTURAL AQUACULTURE FUNCTION AND INTERNAL CIRCULATION TREATMENT FUNCTION ,Zhiyuan Song,Zhiyuan Song,2018-03-28,2018-06-06,2021-01-05,,https://patents.google.com/patent/BR112020019589A2/en,
BR-112014025372-B1,method for processing a biomass containing lignocellulose ,Kinetic Biofuel A/S,Torben Andreas Bonde,2012-04-11,2013-04-10,2021-01-12,,https://patents.google.com/patent/BR112014025372B1/en,https://patentimages.storage.googleapis.com/7f/42/c3/929c0f424079f0/img0001.png
BR-112017019674-B1,"INFRASTRUCTURE FOR TREATMENT OF A DAILY VOLUME OF WASTE WATER FROM ANIMAL BREEDING, AND, PROCESS FOR TREATMENT OF WASTE WATER FROM ANIMAL BREEDING ",S.G.T.-Sustainable Green Technologies Ltd,Gal Levin,2016-05-26,2016-11-01,2022-06-28,,https://patents.google.com/patent/BR112017019674B1/en,https://patentimages.storage.googleapis.com/52/34/c4/8d3ce5ad2b8cc8/img0003.png
BR-PI0708056-A2,"bioreactor to methanize high solids biomass, and biomass generation system ",Bekon Energy Technologies Gmbh & Co Kg,Peter Lutz,2006-02-21,2007-02-21,2011-05-17,,https://patents.google.com/patent/BRPI0708056A2/en,
BR-PI0511203-A,"alcohol production methods, purified alcohol and ethanol production apparatus ",Novus Energy Llc,"John D Offerman, Delman R Hogen, Jeffrey W Lighthart, Hugh Mctavish",2004-05-26,2005-05-26,2007-11-27,,https://patents.google.com/patent/BRPI0511203A/en,
BR-PI0921036-B1,BIOMASS PROCESSING ,"Xyleco, Inc.",Medoff Marshall,2008-11-17,2009-11-13,2018-02-06,,https://patents.google.com/patent/BRPI0921036B1/en,
BR-PI0414615-B1,Method for reducing the load of manure effluent pollutants ,,Jeronimo Angulo Aramburu,2003-09-24,2004-09-23,2014-02-18,,https://patents.google.com/patent/BRPI0414615B1/en,
BR-122020005879-B1,"PROCESS FOR PRODUCING AN INDUSTRIAL PRODUCT, PROCESS FOR PRODUCING EXTRACTED LIPIDS, PROCESS FOR OBTAINING A RECOMBINANT EUKARYOTIC CELL, METHOD OF PRODUCTION OF A PLANT, PROCESS FOR PRODUCING SEED, RECOVERED OR EXTRACTED LIPIDS, INDUSTRIAL PRODUCT, PROCESS FOR PRODUCING FUEL, PROCESS FOR PRODUCING SYNTHETIC DIESEL FUEL, PROCESS FOR PRODUCING A BIOFUEL, PROCESS FOR PRODUCING A FOOD INGREDIENT, FOOD AND PROCESS FOR FEEDING AN ANIMAL ",Commonwealth Scientific And Industrial Research Organisation,"Thomas Vanhercke, James Robertson Petrie, Anna El Tahchy, Surinder Pal Singh, Kyle Reynolds, Qing Liu, Benjamin Aldo Leita",2014-07-07,2015-07-07,2022-09-27,,https://patents.google.com/patent/BR122020005879B1/en,https://patentimages.storage.googleapis.com/15/49/87/024c64b452d334/img0040.png
BR-112021009089-A2,Methods for treating heavy metal contaminated soil and for providing a decontaminated and verified soil ,Walter A. Bretz,Walter A. Bretz,2018-11-15,2019-11-08,2021-08-24,,https://patents.google.com/patent/BR112021009089A2/en,
BR-PI0721569-A2,liquid hydrocarbon waste refining system ,Sgc En Sgps S A,Mario Luis Alves Ramalho Gomes,2007-04-18,2007-04-18,2013-01-22,,https://patents.google.com/patent/BRPI0721569A2/en,
BR-PI0615979-A2,"process, method for recovering protein from the distillation bottom of alcoholic beverage, corn-derived depigmented protein composition, animal feed method, corn-derived dextrose depleted fiber material and corn-based starch liquor ",Tate & Lyle Ingredients,"Robert Jansen, David Sass, Gordon Walker, Eric Lutz",2005-07-20,2006-07-14,2011-05-31,,https://patents.google.com/patent/BRPI0615979A2/en,
BR-112014004919-B1,SYSTEM AND METHOD FOR PROCESSING MIXED SOLID WASTE ,Organic Energy Corporation,George Gitschel,2011-08-30,2011-12-30,2021-09-14,,https://patents.google.com/patent/BR112014004919B1/en,https://patentimages.storage.googleapis.com/d3/87/c7/e0ea58f1b8a0c7/img0001.png
BR-PI0801142-B1,PROCESS FOR INTEGRATED USE OF ENERGY AND HYDROLYSATE MATERIAL CONTENTS ,Evonik Degussa Gmbh,"Villela Filho Murilo, Schaarschmidt Isabelle, Wahl Bernd, Rother Elmar, Zimmermann Hartmut, Karau Andreas",2007-04-12,2008-04-11,2018-04-03,,https://patents.google.com/patent/BRPI0801142B1/en,
BR-112020019016-A2,MICROBIALLY IMPROVED THERMAL OIL RECOVERY ,9668241 Canada Inc.,"Casey Hubert, Milovan Fustic",2015-09-22,2019-03-22,2020-12-29,,https://patents.google.com/patent/BR112020019016A2/en,
BR-112012002707-B1,XYLITOL MANUFACTURING PROCESS ,Annikki Gmbh,"Karin Fackler, Kurt Messner, Chularat Krongtaew, Ortwin Ertl",2009-08-06,2010-04-30,2021-04-06,,https://patents.google.com/patent/BR112012002707B1/en,
BR-PI0921054-A2,device and method for regulating gas supply or gas transport in a gas storage system ,Mt- Energie Gmbh,"Martens Christoph, C. F. Behrens Jan",2008-11-15,2009-11-13,2019-02-12,,https://patents.google.com/patent/BRPI0921054A2/en,
